Condition	Subject	Session	Correct	CorrectAns	Response	TestIndex	RT
2_	33	2	0	10	16	3	5292
2_	33	2	1	7	7	4	2121
2_	33	2	0	17	14	5	6964
2_	33	2	1	5	5	6	2043
2_	33	2	0	16	4	7	4931
2_	33	2	1	3	3	8	2626
2_	33	2	1	4	4	9	8230
2_	33	2	0	13	6	10	3624
2_	33	2	0	8	10	11	5733
2_	33	2	1	12	12	12	2362
2_	33	2	0	14	8	13	7090
2_	33	2	0	2	8	14	7946
2_	33	2	1	18	18	15	4243
2_	33	2	1	15	15	16	1858
2_	33	2	0	6	2	17	13695
2_	33	2	0	9	18	18	4237
3_	33	3	0	16	18	1	9161
3_	33	3	0	17	3	2	3394
3_	33	3	1	13	13	3	1988
3_	33	3	0	11	12	4	7751
3_	33	3	0	6	2	5	10996
3_	33	3	0	3	18	6	4729
3_	33	3	0	18	6	7	7459
3_	33	3	0	10	9	8	5121
3_	33	3	1	8	8	9	3058
3_	33	3	1	12	12	10	1645
3_	33	3	1	5	5	11	2964
3_	33	3	1	14	14	12	1654
3_	33	3	1	1	1	13	1952
3_	33	3	0	9	11	14	12542
3_	33	3	1	4	4	15	3693
3_	33	3	1	7	7	16	2240
3_	33	3	1	15	15	17	1250
3_	33	3	0	2	6	18	9528
4_	33	4	1	7	7	1	7923
4_	33	4	0	1	10	2	3842
4_	33	4	1	2	2	3	6786
4_	33	4	0	6	15	4	8037
4_	33	4	0	13	11	5	3526
4_	33	4	0	4	14	6	6268
4_	33	4	0	5	12	7	5723
4_	33	4	0	11	16	8	4272
4_	33	4	0	18	1	9	8360
4_	33	4	1	10	10	10	1649
4_	33	4	1	8	8	11	1769
4_	33	4	0	9	4	12	5762
4_	33	4	0	12	15	13	2012
4_	33	4	0	15	6	14	2705
4_	33	4	0	14	13	15	3987
4_	33	4	1	17	17	16	2203
4_	33	4	1	16	16	17	3868
4_	33	4	1	3	3	18	3588
1_	34	1	1	4	4	1	10227
1_	34	1	0	8	3	2	6051
1_	34	1	0	16	18	3	3865
1_	34	1	1	6	6	4	2265
1_	34	1	0	11	13	5	1956
1_	34	1	0	12	11	6	2963
1_	34	1	0	17	6	7	3996
1_	34	1	0	2	14	8	3468
1_	34	1	0	9	16	9	3132
1_	34	1	0	14	11	10	3721
1_	34	1	1	7	7	11	1856
1_	34	1	0	1	5	12	6819
1_	34	1	0	13	18	13	1577
1_	34	1	0	5	12	14	2643
1_	34	1	1	10	10	15	2026
1_	34	1	0	3	13	16	2737
1_	34	1	0	15	1	17	1439
1_	34	1	0	18	5	18	1404
2_	34	2	0	1	9	1	4274
2_	34	2	0	14	10	2	1696
2_	34	2	1	16	16	3	2312
2_	34	2	1	7	7	4	2664
2_	34	2	0	11	2	5	4093
2_	34	2	0	9	18	6	2733
2_	34	2	0	4	18	7	1265
2_	34	2	0	15	12	8	3873
2_	34	2	0	18	14	9	1059
2_	34	2	1	3	3	10	2500
2_	34	2	0	12	1	11	2377
2_	34	2	0	10	15	12	1609
2_	34	2	0	5	11	13	1659
2_	34	2	0	17	15	14	1069
2_	34	2	0	2	5	15	5070
2_	34	2	0	8	1	16	3229
2_	34	2	0	6	13	17	5436
2_	34	2	0	13	12	18	1888
3_	34	3	0	5	2	1	6907
3_	34	3	0	1	12	2	1640
3_	34	3	1	8	8	3	4403
3_	34	3	0	6	17	4	3402
3_	34	3	0	2	7	5	6480
3_	34	3	1	3	3	6	1820
3_	34	3	0	4	10	7	3651
3_	34	3	0	14	11	8	2698
3_	34	3	0	11	5	9	2371
3_	34	3	0	15	4	10	4129
3_	34	3	0	17	18	11	1933
3_	34	3	0	12	6	12	3555
3_	34	3	0	7	9	13	2919
3_	34	3	0	16	14	14	4504
3_	34	3	0	9	4	15	3181
3_	34	3	0	10	15	16	2442
3_	34	3	1	13	13	17	1948
3_	34	3	0	18	1	18	7615
4_	34	4	0	9	10	1	4560
4_	34	4	0	7	11	2	1713
4_	34	4	0	8	1	3	1467
4_	34	4	0	6	2	4	2043
4_	34	4	0	14	5	5	2970
4_	34	4	0	13	3	6	1923
4_	34	4	0	1	3	7	2544
4_	34	4	0	16	9	8	1763
4_	34	4	0	15	11	9	1012
4_	34	4	0	3	17	10	2371
4_	34	4	0	11	7	11	1920
4_	34	4	0	5	16	12	2336
4_	34	4	0	10	14	13	1971
4_	34	4	1	18	18	14	2552
4_	34	4	0	2	13	15	1438
4_	34	4	0	12	4	16	3954
4_	34	4	0	4	8	17	1472
4_	34	4	0	17	15	18	1367
1_	35	1	1	14	14	1	7274
1_	35	1	0	9	17	2	12008
1_	35	1	0	2	6	3	6668
1_	35	1	1	1	1	4	5339
1_	35	1	0	15	5	5	9884
1_	35	1	0	5	8	6	4952
1_	35	1	0	6	4	7	7524
1_	35	1	0	16	12	8	6850
1_	35	1	0	17	10	9	12519
1_	35	1	0	12	16	10	5696
1_	35	1	1	3	3	11	3032
1_	35	1	1	18	18	12	5306
1_	35	1	0	11	9	13	5279
1_	35	1	0	10	15	14	7706
1_	35	1	1	7	7	15	1838
1_	35	1	0	4	2	16	11426
1_	35	1	0	13	14	17	2592
1_	35	1	0	8	5	18	10981
2_	35	2	0	9	17	1	18682
2_	35	2	0	17	13	2	6525
2_	35	2	1	5	5	3	2258
2_	35	2	0	10	2	4	3742
2_	35	2	1	1	1	5	4902
2_	35	2	0	13	8	6	7234
2_	35	2	0	2	10	7	5021
2_	35	2	0	11	18	8	2277
2_	35	2	1	14	14	9	1752
2_	35	2	0	18	6	10	7936
2_	35	2	0	16	17	11	10399
2_	35	2	1	3	3	12	1893
2_	35	2	1	4	4	13	11588
2_	35	2	1	7	7	14	1277
2_	35	2	1	6	6	15	9138
2_	35	2	0	8	4	16	4466
2_	35	2	1	15	15	17	1642
2_	35	2	1	12	12	18	9194
3_	35	3	1	12	12	1	9705
3_	35	3	0	17	18	2	5037
3_	35	3	0	11	2	3	4128
3_	35	3	0	8	6	4	5605
3_	35	3	0	18	11	5	7098
3_	35	3	1	15	15	6	2036
3_	35	3	0	10	1	7	8213
3_	35	3	1	14	14	8	7778
3_	35	3	0	7	10	9	5493
3_	35	3	0	1	3	10	4373
3_	35	3	0	3	17	11	5675
3_	35	3	1	4	4	12	1883
3_	35	3	1	13	13	13	1487
3_	35	3	0	2	10	14	4828
3_	35	3	0	9	18	15	10185
3_	35	3	0	6	8	16	9047
3_	35	3	0	16	9	17	9819
3_	35	3	0	5	11	18	11162
1_	36	1	0	9	15	1	5564
1_	36	1	0	2	4	2	16228
1_	36	1	1	1	1	3	2850
1_	36	1	0	3	5	4	9699
1_	36	1	1	8	8	5	1403
1_	36	1	1	7	7	6	1336
1_	36	1	0	4	6	7	5802
1_	36	1	0	16	3	8	10689
1_	36	1	0	10	14	9	15032
1_	36	1	0	11	2	10	4043
1_	36	1	1	15	15	11	2617
1_	36	1	0	17	18	12	5008
1_	36	1	0	5	9	13	8500
1_	36	1	0	12	14	14	10015
1_	36	1	0	6	17	15	3621
1_	36	1	0	14	12	16	7933
1_	36	1	0	13	2	17	5769
1_	36	1	0	18	10	18	4579
2_	36	2	1	9	9	1	2298
2_	36	2	1	5	5	2	10451
2_	36	2	0	4	12	3	10746
2_	36	2	0	1	6	4	9083
2_	36	2	1	17	17	5	2735
2_	36	2	0	10	8	6	3948
2_	36	2	0	14	16	7	4792
2_	36	2	0	12	2	8	5539
2_	36	2	0	3	11	9	9523
2_	36	2	0	16	10	10	9768
2_	36	2	0	11	1	11	5635
2_	36	2	1	15	15	12	2068
2_	36	2	0	8	3	13	8142
2_	36	2	0	18	12	14	8701
2_	36	2	0	13	14	15	9902
2_	36	2	1	6	6	16	16551
2_	36	2	1	2	2	17	5451
2_	36	2	0	7	18	18	5563
3_	36	3	0	8	11	1	8248
3_	36	3	1	13	13	2	8996
3_	36	3	0	15	1	3	9949
3_	36	3	0	17	12	4	6874
3_	36	3	0	1	7	5	1795
3_	36	3	0	2	8	6	3688
3_	36	3	0	11	10	7	10821
3_	36	3	0	3	9	8	2810
3_	36	3	0	7	15	9	3101
3_	36	3	0	14	16	10	8100
3_	36	3	0	10	7	11	1482
3_	36	3	1	4	4	12	1206
3_	36	3	0	6	17	13	6410
3_	36	3	0	12	16	14	3947
3_	36	3	0	18	5	15	10180
3_	36	3	0	9	18	16	5630
3_	36	3	0	5	3	17	2449
3_	36	3	0	16	5	18	8336
4_	36	4	0	8	9	1	9758
4_	36	4	0	13	2	2	1787
4_	36	4	0	5	17	3	6046
4_	36	4	1	11	11	4	2996
4_	36	4	0	12	18	5	6850
4_	36	4	1	1	1	6	1539
4_	36	4	1	16	16	7	1603
4_	36	4	0	18	8	8	12332
4_	36	4	0	10	6	9	2847
4_	36	4	1	3	3	10	1701
4_	36	4	0	14	10	11	6453
4_	36	4	1	7	7	12	6521
4_	36	4	1	4	4	13	3458
4_	36	4	0	9	16	14	2590
4_	36	4	0	2	5	15	7480
4_	36	4	1	15	15	16	5771
4_	36	4	0	6	14	17	4834
4_	36	4	0	17	18	18	2380
