Condition	Subject	Session	Correct	CorrectAns	Response	TestIndex	RT	SessionTime
2_	23	2	0	9	6	9	2149	13:20:24
2_	23	2	0	10	14	10	1586	13:20:24
2_	23	2	0	11	18	11	2915	13:20:24
2_	23	2	0	12	11	12	4036	13:20:24
2_	23	2	0	13	10	13	8096	13:20:24
2_	23	2	0	14	13	14	2279	13:20:24
2_	23	2	1	15	15	15	1738	13:20:24
2_	23	2	0	16	12	16	6851	13:20:24
2_	23	2	0	17	6	17	3356	13:20:24
2_	23	2	0	18	13	18	6497	13:20:24
2_	26	3	1	1	1	1	1705	14:05:06
2_	26	3	0	2	11	2	7973	14:05:06
2_	26	3	0	3	7	3	3227	14:05:06
2_	26	3	0	4	3	4	2602	14:05:06
2_	26	3	1	5	5	5	874	14:05:06
2_	26	3	0	6	13	6	1911	14:05:06
2_	26	3	0	7	18	7	1603	14:05:06
2_	26	3	0	8	6	8	2290	14:05:06
2_	26	3	1	9	9	9	2418	14:05:06
2_	26	3	1	10	10	10	3338	14:05:06
2_	26	3	0	11	16	11	7507	14:05:06
2_	26	3	1	12	12	12	5640	14:05:06
2_	26	3	0	13	2	13	3051	14:05:06
2_	26	3	0	14	2	14	3528	14:05:06
2_	26	3	1	15	15	15	1415	14:05:06
2_	26	3	1	16	16	16	4353	14:05:06
2_	26	3	0	17	18	17	5887	14:05:06
2_	26	3	0	18	17	18	2475	14:05:06
3_	10	2	0	1	9	1	18087	16:15:23
3_	10	2	1	2	2	2	3243	16:15:23
3_	10	2	0	3	9	3	11673	16:15:23
3_	10	2	1	4	4	4	3745	16:15:23
3_	10	2	1	5	5	5	3330	16:15:23
3_	10	2	1	6	6	6	1951	16:15:23
3_	10	2	1	7	7	7	1660	16:15:23
3_	10	2	1	8	8	8	2329	16:15:23
3_	10	2	0	9	12	9	18670	16:15:23
3_	10	2	1	10	10	10	3693	16:15:23
3_	10	2	1	11	11	11	4916	16:15:23
3_	10	2	0	12	1	12	8094	16:15:23
3_	10	2	1	13	13	13	5886	16:15:23
3_	10	2	1	14	14	14	2048	16:15:23
3_	10	2	1	15	15	15	2282	16:15:23
3_	10	2	1	16	16	16	3645	16:15:23
3_	10	2	1	17	17	17	4091	16:15:23
3_	10	2	1	18	18	18	2219	16:15:23
3_	18	2	0	1	9	1	2352	12:31:01
3_	18	2	1	2	2	2	2235	12:31:01
3_	18	2	0	3	9	3	3686	12:31:01
3_	18	2	0	4	16	4	7075	12:31:01
3_	18	2	0	5	13	5	2665	12:31:01
3_	18	2	0	6	7	6	2273	12:31:01
3_	18	2	0	7	4	7	2690	12:31:01
3_	18	2	0	8	12	8	5409	12:31:01
3_	18	2	0	9	15	9	3517	12:31:01
3_	18	2	1	10	10	10	2492	12:31:01
3_	18	2	0	11	13	11	2917	12:31:01
3_	18	2	0	12	18	12	4768	12:31:01
3_	18	2	0	13	11	13	3744	12:31:01
3_	18	2	1	14	14	14	2185	12:31:01
3_	18	2	0	15	6	15	3916	12:31:01
3_	18	2	1	16	16	16	3028	12:31:01
3_	18	2	0	17	15	17	2482	12:31:01
3_	18	2	0	18	8	18	7039	12:31:01
3_	23	3	0	1	5	1	4015	13:27:57
3_	23	3	1	2	2	2	2577	13:27:57
3_	23	3	0	3	5	3	3393	13:27:57
3_	23	3	1	4	4	4	4198	13:27:57
3_	23	3	0	5	9	5	3594	13:27:57
3_	23	3	0	6	15	6	5003	13:27:57
3_	23	3	1	7	7	7	1602	13:27:57
3_	23	3	0	8	3	8	5929	13:27:57
3_	23	3	0	9	6	9	6862	13:27:57
3_	23	3	0	10	4	10	4913	13:27:57
3_	23	3	0	11	17	11	7409	13:27:57
3_	23	3	0	12	8	12	6011	13:27:57
3_	23	3	0	13	14	13	2822	13:27:57
3_	23	3	0	14	12	14	2972	13:27:57
3_	23	3	0	15	9	15	3713	13:27:57
3_	23	3	0	16	1	16	3028	13:27:57
3_	23	3	0	17	10	17	4114	13:27:57
3_	23	3	1	18	18	18	1907	13:27:57
3_	26	2	0	1	9	1	3272	13:57:20
3_	26	2	1	2	2	2	3263	13:57:20
3_	26	2	1	3	3	3	2164	13:57:20
3_	26	2	0	4	8	4	1670	13:57:20
3_	26	2	0	5	6	5	1533	13:57:20
3_	26	2	0	6	11	6	2321	13:57:20
3_	26	2	0	7	4	7	1723	13:57:20
3_	26	2	0	8	12	8	4387	13:57:20
3_	26	2	0	9	8	9	2205	13:57:20
3_	26	2	0	10	16	10	2548	13:57:20
3_	26	2	0	11	7	11	5568	13:57:20
3_	26	2	0	12	18	12	1892	13:57:20
3_	26	2	0	13	14	13	1899	13:57:20
3_	26	2	0	14	17	14	4332	13:57:20
3_	26	2	0	15	10	15	4464	13:57:20
3_	26	2	1	16	16	16	6372	13:57:20
3_	26	2	0	17	8	17	6441	13:57:20
3_	26	2	0	18	6	18	1960	13:57:20
4_	10	1	0	1	14	1	9410	16:06:48
4_	10	1	0	2	8	2	9677	16:06:48
4_	10	1	1	3	3	3	1624	16:06:48
4_	10	1	0	4	5	4	1335	16:06:48
4_	10	1	0	5	16	5	7956	16:06:48
4_	10	1	1	6	6	6	4426	16:06:48
4_	10	1	0	7	4	7	3065	16:06:48
4_	10	1	1	8	8	8	2968	16:06:48
4_	10	1	0	9	17	9	7913	16:06:48
4_	10	1	1	10	10	10	1754	16:06:48
4_	10	1	1	11	11	11	2160	16:06:48
4_	10	1	1	12	12	12	1769	16:06:48
4_	10	1	0	13	16	13	10828	16:06:48
4_	10	1	0	14	1	14	1281	16:06:48
4_	10	1	1	15	15	15	1734	16:06:48
4_	10	1	0	16	2	16	8692	16:06:48
4_	10	1	0	17	9	17	4733	16:06:48
4_	10	1	1	18	18	18	1121	16:06:48
4_	18	1	0	1	5	1	6242	12:20:55
4_	18	1	1	2	2	2	9569	12:20:55
4_	18	1	0	3	17	3	11882	12:20:55
4_	18	1	0	4	10	4	12438	12:20:55
4_	18	1	0	5	4	5	10114	12:20:55
4_	18	1	1	6	6	6	3617	12:20:55
4_	18	1	1	7	7	7	1978	12:20:55
4_	18	1	0	8	12	8	6359	12:20:55
4_	18	1	1	9	9	9	6336	12:20:55
4_	18	1	0	10	16	10	8776	12:20:55
4_	18	1	0	11	1	11	6005	12:20:55
4_	18	1	0	12	8	12	3581	12:20:55
4_	18	1	1	13	13	13	15579	12:20:55
4_	18	1	0	14	2	14	2504	12:20:55
4_	18	1	1	15	15	15	6925	12:20:55
4_	18	1	0	16	2	16	3969	12:20:55
4_	18	1	0	17	16	17	5459	12:20:55
4_	18	1	0	18	5	18	1935	12:20:55
4_	23	4	0	1	2	1	6520	13:35:36
4_	23	4	0	2	4	2	2682	13:35:36
4_	23	4	1	3	3	3	2510	13:35:36
4_	23	4	0	4	5	4	3986	13:35:36
4_	23	4	1	5	5	5	4179	13:35:36
4_	23	4	0	6	15	6	1169	13:35:36
4_	23	4	0	7	12	7	1672	13:35:36
4_	23	4	0	8	9	8	4636	13:35:36
4_	23	4	0	9	18	9	7654	13:35:36
4_	23	4	0	10	11	10	4098	13:35:36
4_	23	4	0	11	4	11	3573	13:35:36
4_	23	4	0	12	14	12	6560	13:35:36
4_	23	4	1	13	13	13	2202	13:35:36
4_	23	4	0	14	16	14	3445	13:35:36
4_	23	4	0	15	6	15	2022	13:35:36
4_	23	4	0	16	8	16	2943	13:35:36
4_	23	4	0	17	11	17	4705	13:35:36
4_	23	4	0	18	9	18	6293	13:35:36
4_	26	1	0	1	4	1	5441	13:46:30
4_	26	1	1	2	2	2	4849	13:46:30
4_	26	1	0	3	8	3	4064	13:46:30
4_	26	1	0	4	8	4	1426	13:46:30
4_	26	1	1	5	5	5	3633	13:46:30
4_	26	1	0	6	9	6	1332	13:46:30
4_	26	1	0	7	16	7	1297	13:46:30
4_	26	1	0	8	11	8	2604	13:46:30
4_	26	1	0	9	7	9	2912	13:46:30
4_	26	1	0	10	16	10	1450	13:46:30
4_	26	1	0	11	1	11	1800	13:46:30
4_	26	1	0	12	3	12	1031	13:46:30
4_	26	1	0	13	3	13	1290	13:46:30
4_	26	1	0	14	9	14	1274	13:46:30
4_	26	1	0	15	17	15	1890	13:46:30
4_	26	1	0	16	14	16	2380	13:46:30
4_	26	1	0	17	18	17	2321	13:46:30
4_	26	1	0	18	10	18	3154	13:46:30
1_	11	4	0	1	2	1	1292	17:09:47
1_	11	4	0	2	4	2	1300	17:09:47
1_	11	4	0	3	12	3	1248	17:09:47
1_	11	4	0	4	12	4	1611	17:09:47
1_	11	4	0	5	15	5	2198	17:09:47
1_	11	4	0	6	16	6	1998	17:09:47
1_	11	4	0	7	15	7	1620	17:09:47
1_	11	4	0	8	10	8	2084	17:09:47
1_	11	4	0	9	12	9	3558	17:09:47
1_	11	4	0	10	15	10	1796	17:09:47
1_	11	4	0	11	1	11	2586	17:09:47
1_	11	4	0	12	18	12	1769	17:09:47
1_	11	4	0	13	11	13	1863	17:09:47
1_	11	4	0	14	13	14	3219	17:09:47
1_	11	4	0	15	4	15	1434	17:09:47
1_	11	4	0	16	4	16	1765	17:09:47
1_	11	4	0	17	15	17	3017	17:09:47
1_	11	4	0	18	16	18	1540	17:09:47
1_	16	4	0	1	3	1	3502	13:09:26
1_	16	4	0	2	1	2	3498	13:09:26
1_	16	4	0	3	14	3	1827	13:09:26
1_	16	4	0	4	16	4	1274	13:09:26
1_	16	4	0	5	14	5	2612	13:09:26
1_	16	4	0	6	10	6	5286	13:09:26
1_	16	4	0	7	1	7	2658	13:09:26
1_	16	4	1	8	8	8	3686	13:09:26
1_	16	4	0	9	5	9	5403	13:09:26
1_	16	4	1	10	10	10	8201	13:09:26
1_	16	4	1	11	11	11	1974	13:09:26
1_	16	4	0	12	13	12	4052	13:09:26
1_	16	4	1	13	13	13	1520	13:09:26
1_	16	4	0	14	9	14	4541	13:09:26
1_	16	4	0	15	10	15	2366	13:09:26
1_	16	4	0	16	18	16	3712	13:09:26
1_	16	4	1	17	17	17	3178	13:09:26
1_	16	4	0	18	3	18	4341	13:09:26
1_	21	1	0	1	3	1	14227	13:27:18
1_	21	1	0	2	13	2	3065	13:27:18
1_	21	1	0	3	7	3	12297	13:27:18
1_	21	1	1	4	4	4	5841	13:27:18
1_	21	1	0	5	4	5	3973	13:27:18
1_	21	1	1	6	6	6	6786	13:27:18
1_	21	1	0	7	9	7	2748	13:27:18
1_	21	1	1	8	8	8	1330	13:27:18
1_	21	1	0	9	7	9	4328	13:27:18
1_	21	1	0	10	2	10	3525	13:27:18
1_	21	1	0	11	14	11	8554	13:27:18
1_	21	1	0	12	11	12	8385	13:27:18
1_	21	1	0	13	2	13	8561	13:27:18
1_	21	1	0	14	5	14	4892	13:27:18
1_	21	1	0	15	17	15	5875	13:27:18
1_	21	1	0	16	12	16	4178	13:27:18
1_	21	1	0	17	18	17	1680	13:27:18
1_	21	1	0	18	1	18	8155	13:27:18
1_	24	4	1	1	1	1	2893	14:40:43
1_	24	4	0	2	15	2	11573	14:40:43
1_	24	4	0	3	18	3	7803	14:40:43
1_	24	4	0	4	2	4	5026	14:40:43
1_	24	4	1	5	5	5	1808	14:40:43
1_	24	4	0	6	15	6	8419	14:40:43
1_	24	4	1	7	7	7	3001	14:40:43
1_	24	4	1	8	8	8	2456	14:40:43
1_	24	4	0	9	11	9	5548	14:40:43
1_	24	4	1	10	10	10	3476	14:40:43
1_	24	4	0	11	18	11	4417	14:40:43
1_	24	4	1	12	12	12	1876	14:40:43
1_	24	4	0	13	6	13	5436	14:40:43
1_	24	4	1	14	14	14	3431	14:40:43
1_	24	4	0	15	6	15	6620	14:40:43
1_	24	4	0	16	11	16	6919	14:40:43
1_	24	4	0	17	2	17	9152	14:40:43
1_	24	4	0	18	17	18	3205	14:40:43
1_	5	1	0	1	9	1	7455	16:07:52
1_	5	1	0	2	13	2	5162	16:07:52
1_	5	1	0	3	18	3	10622	16:07:52
1_	5	1	1	4	4	4	1951	16:07:52
1_	5	1	1	5	5	5	3229	16:07:52
1_	5	1	1	6	6	6	10139	16:07:52
1_	5	1	0	7	1	7	14554	16:07:52
1_	5	1	1	8	8	8	1365	16:07:52
1_	5	1	0	9	16	9	7143	16:07:52
1_	5	1	0	10	4	10	1713	16:07:52
1_	5	1	1	11	11	11	6139	16:07:52
1_	5	1	0	12	10	12	9644	16:07:52
1_	5	1	1	13	13	13	1701	16:07:52
1_	5	1	1	14	14	14	7257	16:07:52
1_	5	1	1	15	15	15	1844	16:07:52
1_	5	1	1	16	16	16	3707	16:07:52
1_	5	1	1	17	17	17	2048	16:07:52
1_	5	1	0	18	1	18	10102	16:07:52
2_	1	1	0	1	17	1	4880	10:29:45
2_	1	1	0	2	7	2	1802	10:29:45
2_	1	1	0	3	17	3	2480	10:29:45
2_	1	1	0	4	13	4	6024	10:29:45
2_	1	1	0	5	14	5	5933	10:29:45
2_	1	1	0	6	15	6	10487	10:29:45
2_	1	1	0	7	6	7	1830	10:29:45
2_	1	1	0	8	9	8	7030	10:29:45
2_	1	1	0	9	10	9	10764	10:29:45
2_	1	1	0	10	11	10	4738	10:29:45
2_	1	1	0	11	5	11	5251	10:29:45
2_	1	1	1	12	12	12	4339	10:29:45
2_	1	1	0	13	2	13	2820	10:29:45
2_	1	1	0	14	13	14	9053	10:29:45
2_	1	1	0	15	8	15	1559	10:29:45
2_	1	1	0	16	4	16	3759	10:29:45
2_	1	1	0	17	18	17	12622	10:29:45
2_	1	1	0	18	3	18	2109	10:29:45
2_	11	3	0	1	10	1	2364	17:02:08
2_	11	3	0	2	16	2	1366	17:02:08
2_	11	3	0	3	14	3	3535	17:02:08
2_	11	3	0	4	12	4	4314	17:02:08
2_	11	3	0	5	3	5	3066	17:02:08
2_	11	3	0	6	4	6	1417	17:02:08
2_	11	3	0	7	18	7	1152	17:02:08
2_	11	3	1	8	8	8	1901	17:02:08
2_	11	3	0	9	11	9	1026	17:02:08
2_	11	3	0	10	1	10	970	17:02:08
2_	11	3	0	11	4	11	988	17:02:08
2_	11	3	0	12	17	12	975	17:02:08
2_	11	3	0	13	5	13	816	17:02:08
2_	11	3	0	14	15	14	2071	17:02:08
2_	11	3	0	15	1	15	2096	17:02:08
2_	11	3	0	16	13	16	1274	17:02:08
2_	11	3	0	17	9	17	1713	17:02:08
2_	11	3	0	18	13	18	5435	17:02:08
2_	16	3	1	1	1	1	1804	13:00:23
2_	16	3	0	2	7	2	1688	13:00:23
2_	16	3	0	3	15	3	7361	13:00:23
2_	16	3	0	4	10	4	4780	13:00:23
2_	16	3	0	5	4	5	4083	13:00:23
2_	16	3	0	6	13	6	1830	13:00:23
2_	16	3	0	7	12	7	3337	13:00:23
2_	16	3	1	8	8	8	2689	13:00:23
2_	16	3	1	9	9	9	2764	13:00:23
2_	16	3	1	10	10	10	2045	13:00:23
2_	16	3	0	11	15	11	4862	13:00:23
2_	16	3	0	12	18	12	4736	13:00:23
2_	16	3	0	13	2	13	11241	13:00:23
2_	16	3	0	14	11	14	4706	13:00:23
2_	16	3	0	15	16	15	3264	13:00:23
2_	16	3	0	16	14	16	8493	13:00:23
2_	16	3	0	17	18	17	3059	13:00:23
2_	16	3	0	18	17	18	2079	13:00:23
2_	2	2	1	1	1	1	6762	11:01:36
2_	2	2	0	2	3	2	9042	11:01:36
2_	2	2	0	3	9	3	4609	11:01:36
2_	2	2	1	4	4	4	1837	11:01:36
2_	2	2	0	5	6	5	7967	11:01:36
2_	2	2	0	6	3	6	5321	11:01:36
2_	2	2	1	7	7	7	2890	11:01:36
2_	2	2	1	8	8	8	2626	11:01:36
2_	2	2	0	9	2	9	5208	11:01:36
2_	2	2	1	10	10	10	4500	11:01:36
2_	2	2	0	11	12	11	14308	11:01:36
2_	2	2	0	12	13	12	3327	11:01:36
2_	2	2	0	13	18	13	7284	11:01:36
2_	2	2	0	14	16	14	3039	11:01:36
2_	2	2	0	15	9	15	8875	11:01:36
2_	2	2	0	16	14	16	5587	11:01:36
2_	2	2	1	17	17	17	3245	11:01:36
2_	2	2	0	18	2	18	12075	11:01:36
2_	21	2	0	1	9	1	2033	13:39:34
2_	21	2	0	2	14	2	4300	13:39:34
2_	21	2	0	3	4	3	6328	13:39:34
2_	21	2	0	4	6	4	3756	13:39:34
2_	21	2	0	5	7	5	2594	13:39:34
2_	21	2	0	6	10	6	2726	13:39:34
2_	21	2	0	7	8	7	1401	13:39:34
2_	21	2	0	8	3	8	1145	13:39:34
2_	21	2	0	9	11	9	2565	13:39:34
2_	21	2	0	10	15	10	2303	13:39:34
2_	21	2	0	11	5	11	1991	13:39:34
2_	21	2	0	12	16	12	2837	13:39:34
2_	21	2	0	13	18	13	6200	13:39:34
2_	21	2	0	14	13	14	5695	13:39:34
2_	21	2	0	15	1	15	8864	13:39:34
2_	21	2	0	16	12	16	9746	13:39:34
2_	21	2	0	17	1	17	5026	13:39:34
2_	21	2	0	18	10	18	2919	13:39:34
2_	24	3	0	1	4	1	10535	14:31:12
2_	24	3	0	2	9	2	8676	14:31:12
2_	24	3	0	3	8	3	2049	14:31:12
2_	24	3	0	4	15	4	15172	14:31:12
2_	24	3	0	5	12	5	8256	14:31:12
2_	24	3	1	6	6	6	1717	14:31:12
2_	24	3	1	7	7	7	2364	14:31:12
2_	24	3	0	8	3	8	6517	14:31:12
2_	24	3	0	9	2	9	3942	14:31:12
2_	24	3	0	10	18	10	6358	14:31:12
2_	24	3	1	11	11	11	4149	14:31:12
2_	24	3	0	12	1	12	9906	14:31:12
2_	24	3	0	13	1	13	2223	14:31:12
2_	24	3	0	14	13	14	10630	14:31:12
2_	24	3	0	15	18	15	7374	14:31:12
2_	24	3	1	16	16	16	4465	14:31:12
2_	24	3	0	17	10	17	6338	14:31:12
2_	24	3	0	18	17	18	6465	14:31:12
2_	5	2	1	1	1	1	4463	16:17:40
2_	5	2	1	2	2	2	2007	16:17:40
2_	5	2	0	3	7	3	1256	16:17:40
2_	5	2	0	4	9	4	2671	16:17:40
2_	5	2	0	5	12	5	4695	16:17:40
2_	5	2	0	6	4	6	3471	16:17:40
2_	5	2	0	7	3	7	2295	16:17:40
2_	5	2	1	8	8	8	5176	16:17:40
2_	5	2	0	9	10	9	4583	16:17:40
2_	5	2	0	10	5	10	7679	16:17:40
2_	5	2	0	11	17	11	4075	16:17:40
2_	5	2	0	12	6	12	2868	16:17:40
2_	5	2	1	13	13	13	3002	16:17:40
2_	5	2	1	14	14	14	1649	16:17:40
2_	5	2	1	15	15	15	2322	16:17:40
2_	5	2	1	16	16	16	1874	16:17:40
2_	5	2	0	17	11	17	5953	16:17:40
2_	5	2	0	18	12	18	11908	16:17:40
3_	11	2	0	1	3	1	3614	16:54:02
3_	11	2	1	2	2	2	2178	16:54:02
3_	11	2	0	3	16	3	2568	16:54:02
3_	11	2	0	4	5	4	3541	16:54:02
3_	11	2	0	5	8	5	3029	16:54:02
3_	11	2	0	6	13	6	2929	16:54:02
3_	11	2	1	7	7	7	1498	16:54:02
3_	11	2	1	8	8	8	2010	16:54:02
3_	11	2	0	9	1	9	4036	16:54:02
3_	11	2	0	10	8	10	4960	16:54:02
3_	11	2	1	11	11	11	6169	16:54:02
3_	11	2	0	12	18	12	1261	16:54:02
3_	11	2	0	13	18	13	948	16:54:02
3_	11	2	1	14	14	14	1862	16:54:02
3_	11	2	0	15	8	15	1895	16:54:02
3_	11	2	0	16	11	16	2115	16:54:02
3_	11	2	0	17	15	17	1993	16:54:02
3_	11	2	0	18	5	18	1049	16:54:02
3_	16	2	1	1	1	1	3486	12:49:43
3_	16	2	0	2	5	2	10027	12:49:43
3_	16	2	0	3	9	3	3054	12:49:43
3_	16	2	1	4	4	4	5076	12:49:43
3_	16	2	0	5	11	5	1707	12:49:43
3_	16	2	0	6	1	6	6281	12:49:43
3_	16	2	0	7	2	7	10492	12:49:43
3_	16	2	1	8	8	8	2436	12:49:43
3_	16	2	0	9	13	9	5007	12:49:43
3_	16	2	0	10	5	10	9929	12:49:43
3_	16	2	0	11	3	11	2638	12:49:43
3_	16	2	1	12	12	12	7300	12:49:43
3_	16	2	0	13	12	13	2621	12:49:43
3_	16	2	0	14	4	14	10036	12:49:43
3_	16	2	0	15	18	15	5360	12:49:43
3_	16	2	1	16	16	16	2897	12:49:43
3_	16	2	0	17	15	17	3097	12:49:43
3_	16	2	0	18	14	18	2193	12:49:43
3_	2	3	0	1	3	1	11807	11:13:05
3_	2	3	1	2	2	2	5377	11:13:05
3_	2	3	0	3	10	3	5918	11:13:05
3_	2	3	1	4	4	4	6050	11:13:05
3_	2	3	0	5	1	5	13117	11:13:05
3_	2	3	0	6	11	6	9229	11:13:05
3_	2	3	1	7	7	7	2397	11:13:05
3_	2	3	1	8	8	8	1962	11:13:05
3_	2	3	0	9	10	9	8820	11:13:05
3_	2	3	0	10	9	10	10043	11:13:05
3_	2	3	0	11	3	11	4698	11:13:05
3_	2	3	1	12	12	12	1731	11:13:05
3_	2	3	1	13	13	13	4103	11:13:05
3_	2	3	1	14	14	14	3517	11:13:05
3_	2	3	0	15	9	15	9412	11:13:05
3_	2	3	1	16	16	16	2568	11:13:05
3_	2	3	1	17	17	17	10289	11:13:05
3_	2	3	1	18	18	18	10744	11:13:05
3_	21	3	0	1	9	1	2133	13:48:21
3_	21	3	0	2	14	2	7225	13:48:21
3_	21	3	0	3	12	3	6458	13:48:21
3_	21	3	0	4	6	4	4124	13:48:21
3_	21	3	0	5	2	5	3745	13:48:21
3_	21	3	0	6	18	6	1714	13:48:21
3_	21	3	1	7	7	7	2907	13:48:21
3_	21	3	0	8	1	8	2103	13:48:21
3_	21	3	0	9	3	9	1192	13:48:21
3_	21	3	0	10	15	10	1989	13:48:21
3_	21	3	0	11	4	11	1880	13:48:21
3_	21	3	0	12	5	12	3416	13:48:21
3_	21	3	0	13	17	13	3683	13:48:21
3_	21	3	0	14	8	14	4061	13:48:21
3_	21	3	0	15	8	15	1751	13:48:21
3_	21	3	0	16	11	16	10577	13:48:21
3_	21	3	0	17	13	17	13861	13:48:21
3_	21	3	0	18	16	18	3832	13:48:21
3_	24	2	1	1	1	1	10361	14:21:41
3_	24	2	0	2	10	2	21164	14:21:41
3_	24	2	0	3	9	3	10698	14:21:41
3_	24	2	0	4	3	4	11874	14:21:41
3_	24	2	0	5	15	5	13848	14:21:41
3_	24	2	1	6	6	6	5336	14:21:41
3_	24	2	0	7	2	7	5576	14:21:41
3_	24	2	1	8	8	8	2167	14:21:41
3_	24	2	0	9	7	9	3610	14:21:41
3_	24	2	0	10	4	10	10710	14:21:41
3_	24	2	0	11	5	11	6928	14:21:41
3_	24	2	1	12	12	12	3270	14:21:41
3_	24	2	0	13	15	13	2356	14:21:41
3_	24	2	0	14	17	14	5194	14:21:41
3_	24	2	0	15	8	15	6836	14:21:41
3_	24	2	0	16	7	16	5527	14:21:41
3_	24	2	0	17	14	17	4506	14:21:41
3_	24	2	0	18	1	18	3663	14:21:41
3_	5	3	1	1	1	1	2574	16:25:41
3_	5	3	1	2	2	2	1804	16:25:41
3_	5	3	1	3	3	3	8378	16:25:41
3_	5	3	0	4	17	4	8206	16:25:41
3_	5	3	1	5	5	5	8727	16:25:41
3_	5	3	1	6	6	6	2466	16:25:41
3_	5	3	1	7	7	7	2538	16:25:41
3_	5	3	1	8	8	8	2155	16:25:41
3_	5	3	1	9	9	9	6114	16:25:41
3_	5	3	1	10	10	10	3226	16:25:41
3_	5	3	0	11	17	11	6961	16:25:41
3_	5	3	0	12	11	12	4930	16:25:41
3_	5	3	1	13	13	13	1702	16:25:41
3_	5	3	1	14	14	14	6052	16:25:41
3_	5	3	1	15	15	15	1380	16:25:41
3_	5	3	0	16	14	16	1122	16:25:41
3_	5	3	0	17	18	17	5433	16:25:41
3_	5	3	0	18	16	18	8556	16:25:41
4_	11	1	0	1	12	1	8518	16:45:04
4_	11	1	0	2	4	2	3606	16:45:04
4_	11	1	0	3	4	3	3578	16:45:04
4_	11	1	0	4	1	4	9959	16:45:04
4_	11	1	0	5	17	5	5385	16:45:04
4_	11	1	0	6	3	6	1979	16:45:04
4_	11	1	0	7	6	7	2512	16:45:04
4_	11	1	0	8	14	8	2113	16:45:04
4_	11	1	0	9	5	9	2362	16:45:04
4_	11	1	0	10	13	10	3339	16:45:04
4_	11	1	0	11	8	11	2996	16:45:04
4_	11	1	0	12	10	12	4589	16:45:04
4_	11	1	0	13	15	13	1522	16:45:04
4_	11	1	0	14	13	14	1049	16:45:04
4_	11	1	1	15	15	15	1250	16:45:04
4_	11	1	0	16	18	16	1180	16:45:04
4_	11	1	0	17	15	17	859	16:45:04
4_	11	1	0	18	5	18	769	16:45:04
4_	16	1	0	1	6	1	3377	12:40:00
4_	16	1	0	2	8	2	5415	12:40:00
4_	16	1	1	3	3	3	2201	12:40:00
4_	16	1	1	4	4	4	4383	12:40:00
4_	16	1	0	5	16	5	6730	12:40:00
4_	16	1	0	6	12	6	2958	12:40:00
4_	16	1	1	7	7	7	2070	12:40:00
4_	16	1	0	8	15	8	5836	12:40:00
4_	16	1	0	9	5	9	3664	12:40:00
4_	16	1	0	10	8	10	2991	12:40:00
4_	16	1	1	11	11	11	2050	12:40:00
4_	16	1	0	12	6	12	3399	12:40:00
4_	16	1	0	13	1	13	6391	12:40:00
4_	16	1	0	14	1	14	2515	12:40:00
4_	16	1	0	15	10	15	2969	12:40:00
4_	16	1	0	16	4	16	8051	12:40:00
4_	16	1	0	17	13	17	5267	12:40:00
4_	16	1	1	18	18	18	1995	12:40:00
4_	2	4	1	1	1	1	3760	11:22:00
4_	2	4	1	2	2	2	6587	11:22:00
4_	2	4	0	3	9	3	24627	11:22:00
4_	2	4	1	4	4	4	2906	11:22:00
4_	2	4	1	5	5	5	4118	11:22:00
4_	2	4	1	6	6	6	9294	11:22:00
4_	2	4	1	7	7	7	1509	11:22:00
4_	2	4	0	8	11	8	10022	11:22:00
4_	2	4	0	9	8	9	6873	11:22:00
4_	2	4	1	10	10	10	1849	11:22:00
4_	2	4	0	11	17	11	4768	11:22:00
4_	2	4	0	12	11	12	13233	11:22:00
4_	2	4	0	13	15	13	11149	11:22:00
4_	2	4	1	14	14	14	7768	11:22:00
4_	2	4	0	15	6	15	11691	11:22:00
4_	2	4	1	16	16	16	6036	11:22:00
4_	2	4	0	17	14	17	3007	11:22:00
4_	2	4	1	18	18	18	3825	11:22:00
4_	21	4	0	1	9	1	2329	13:56:42
4_	21	4	0	2	1	2	3484	13:56:42
4_	21	4	0	3	5	3	1848	13:56:42
4_	21	4	0	4	14	4	1080	13:56:42
4_	21	4	0	5	10	5	2982	13:56:42
4_	21	4	0	6	12	6	2140	13:56:42
4_	21	4	0	7	8	7	1941	13:56:42
4_	21	4	0	8	3	8	992	13:56:42
4_	21	4	0	9	4	9	3511	13:56:42
4_	21	4	0	10	16	10	2098	13:56:42
4_	21	4	1	11	11	11	2435	13:56:42
4_	21	4	0	12	15	12	1433	13:56:42
4_	21	4	0	13	17	13	2754	13:56:42
4_	21	4	0	14	16	14	6456	13:56:42
4_	21	4	0	15	1	15	3773	13:56:42
4_	21	4	0	16	13	16	5481	13:56:42
4_	21	4	0	17	10	17	5148	13:56:42
4_	21	4	0	18	14	18	1579	13:56:42
4_	24	1	1	1	1	1	5664	14:09:39
4_	24	1	1	2	2	2	3484	14:09:39
4_	24	1	0	3	12	3	11713	14:09:39
4_	24	1	0	4	7	4	4281	14:09:39
4_	24	1	0	5	14	5	6484	14:09:39
4_	24	1	1	6	6	6	2481	14:09:39
4_	24	1	0	7	16	7	7933	14:09:39
4_	24	1	0	8	9	8	3264	14:09:39
4_	24	1	0	9	18	9	3046	14:09:39
4_	24	1	0	10	13	10	7628	14:09:39
4_	24	1	0	11	14	11	7106	14:09:39
4_	24	1	0	12	3	12	3775	14:09:39
4_	24	1	0	13	16	13	6632	14:09:39
4_	24	1	0	14	4	14	15551	14:09:39
